transaction_id,customer_id,amount,payment_method,event_type,failure_reason,attempt_number,customer_segment,days_since_failure,previous_success_rate,customer_lifetime_value,is_subscription,invoice_age,recovered,recovery_action
TXN_000886,CUST_02204,1136.01,upi,checkout_abandoned,network_error,3,new,1,0.752,7534.82,0,0,1,retry_payment
TXN_000887,CUST_00160,1667.76,card,payment_failed,network_error,1,new,12,0.91,7241.8,0,0,1,retry_payment
TXN_000888,CUST_00580,1015.9,netbanking,payment_failed,authentication_failed,1,new,12,0.623,7452.3,0,0,0,escalate
TXN_000889,CUST_00048,5624.09,upi,payment_failed,bank_timeout,3,loyal,7,0.8,12081.06,0,0,1,retry_payment
TXN_000890,CUST_00813,1379.16,upi,checkout_abandoned,mandate_failed,1,loyal,3,0.842,32214.42,0,0,1,retry_payment
TXN_000891,CUST_00300,1690.55,netbanking,subscription_failed,bank_timeout,1,regular,0,0.758,35265.48,1,0,1,retry_payment
TXN_000892,CUST_02130,3929.42,card,payment_failed,authentication_failed,3,regular,14,0.653,3470.14,0,0,0,escalate
TXN_000893,CUST_01568,2395.46,upi,payment_failed,mandate_failed,1,regular,6,0.909,11059.73,0,0,1,retry_payment
TXN_000894,CUST_02941,1436.18,upi,payment_failed,authentication_failed,1,new,7,0.917,20618.94,0,0,0,escalate
TXN_000895,CUST_02249,3646.54,wallet,checkout_abandoned,customer_abandoned,2,new,7,0.7,53383.99,0,0,0,escalate
TXN_000896,CUST_01835,11430.12,card,payment_failed,insufficient_funds,1,loyal,10,0.777,3653.34,0,0,1,retry_payment
TXN_000897,CUST_01528,1933.62,upi,payment_failed,network_error,4,new,6,0.954,11846.51,0,0,0,escalate
TXN_000898,CUST_00164,1646.86,upi,payment_failed,customer_abandoned,3,new,8,0.652,23682.51,0,0,1,retry_payment
TXN_000899,CUST_00211,1719.39,upi,payment_failed,unknown,3,new,11,0.744,5950.39,0,0,1,retry_payment
TXN_000900,CUST_01849,4279.38,upi,subscription_failed,limit_exceeded,3,high_value,14,0.836,6260.86,1,0,0,escalate
TXN_000901,CUST_00014,928.77,upi,invoice_overdue,insufficient_funds,3,regular,10,0.651,6669.17,0,7,0,escalate
TXN_000902,CUST_00128,1200.59,upi,payment_failed,bank_timeout,1,regular,3,0.924,13936.27,0,0,1,retry_payment
TXN_000903,CUST_00658,438.46,upi,payment_failed,mandate_failed,2,new,2,0.889,7774.83,0,0,1,retry_payment
TXN_000904,CUST_02653,581.8,upi,payment_failed,authentication_failed,3,regular,5,0.707,15278.58,0,0,1,retry_payment
TXN_000905,CUST_01377,991.26,upi,subscription_failed,bank_timeout,2,loyal,12,0.893,5813.43,1,0,1,retry_payment
TXN_000906,CUST_02129,1434.36,upi,checkout_abandoned,authentication_failed,4,new,13,0.958,29646.24,0,0,0,escalate
TXN_000907,CUST_01235,6176.38,netbanking,checkout_abandoned,bank_timeout,3,regular,6,0.767,15463.08,0,0,0,escalate
TXN_000908,CUST_00520,2303.11,upi,checkout_abandoned,bank_timeout,1,regular,2,0.754,2014.83,0,0,1,retry_payment
TXN_000909,CUST_01114,723.11,netbanking,invoice_overdue,unknown,1,loyal,9,0.905,17523.5,0,35,0,escalate
TXN_000910,CUST_00276,837.85,netbanking,payment_failed,authentication_failed,1,loyal,9,0.965,2573.26,0,0,1,retry_payment
TXN_000911,CUST_02311,4505.34,wallet,payment_failed,insufficient_funds,3,loyal,2,0.907,6002.42,0,0,1,retry_payment
TXN_000912,CUST_00551,3694.16,upi,payment_failed,unknown,3,regular,13,0.9,9328.2,0,0,0,escalate
TXN_000913,CUST_01130,1534.16,upi,checkout_abandoned,unknown,2,regular,14,0.862,6357.42,0,0,0,escalate
TXN_000914,CUST_02941,1052.79,card,payment_failed,unknown,1,regular,14,0.825,18773.98,0,0,0,escalate
TXN_000915,CUST_01776,3689.21,upi,invoice_overdue,customer_abandoned,1,regular,7,0.663,61497.02,0,52,1,retry_payment
TXN_000916,CUST_01376,677.6,upi,checkout_abandoned,unknown,1,regular,12,0.85,1564.54,0,0,0,escalate
TXN_000917,CUST_01630,2052.56,upi,invoice_overdue,bank_timeout,1,new,0,0.718,5941.49,0,46,1,retry_payment
TXN_000918,CUST_02353,9240.47,card,invoice_overdue,mandate_failed,4,new,1,0.756,11807.51,0,42,0,escalate
TXN_000919,CUST_00764,1767.82,netbanking,checkout_abandoned,network_error,1,high_value,0,0.866,8712.26,0,0,1,retry_payment
TXN_000920,CUST_01910,806.52,upi,invoice_overdue,bank_timeout,2,high_value,8,0.751,1788.29,0,11,0,escalate
TXN_000921,CUST_02619,2082.9,netbanking,subscription_failed,bank_timeout,3,loyal,6,0.765,30503.48,1,0,1,retry_payment
TXN_000922,CUST_01718,1029.9,card,payment_failed,bank_timeout,3,new,10,0.655,11397.71,0,0,0,escalate
TXN_000923,CUST_01340,491.73,upi,checkout_abandoned,customer_abandoned,1,new,3,0.942,19852.99,0,0,0,send_checkout_reminder
TXN_000924,CUST_00436,2628.19,upi,invoice_overdue,unknown,1,new,4,0.553,16601.35,0,7,1,retry_payment
TXN_000925,CUST_00745,3668.32,upi,subscription_failed,bank_timeout,1,loyal,5,0.912,7708.97,1,0,1,retry_payment
TXN_000926,CUST_02839,1169.69,netbanking,subscription_failed,mandate_failed,1,new,10,0.735,3148.47,1,0,0,escalate
TXN_000927,CUST_01624,1109.24,card,payment_failed,customer_abandoned,1,new,4,0.604,10834.45,0,0,1,retry_payment
TXN_000928,CUST_00905,695.04,card,subscription_failed,bank_timeout,1,loyal,13,0.725,2975.59,1,0,1,retry_payment
TXN_000929,CUST_01256,1330.45,card,payment_failed,customer_abandoned,2,regular,3,0.332,26174.39,0,0,0,send_checkout_reminder
TXN_000930,CUST_01735,956.54,upi,checkout_abandoned,bank_timeout,1,loyal,9,0.799,28935.08,0,0,0,escalate
TXN_000931,CUST_01613,668.07,netbanking,checkout_abandoned,insufficient_funds,2,regular,3,0.744,14504.59,0,0,0,send_payment_reminder
TXN_000932,CUST_02100,6815.51,netbanking,checkout_abandoned,authentication_failed,1,regular,7,0.7,8526.34,0,0,1,retry_payment
TXN_000933,CUST_00773,2178.55,card,payment_failed,unknown,1,loyal,8,0.634,25835.37,0,0,1,retry_payment
TXN_000934,CUST_01948,2371.16,upi,checkout_abandoned,bank_timeout,1,new,11,0.937,30882.87,0,0,1,retry_payment
TXN_000935,CUST_01329,3040.99,upi,payment_failed,insufficient_funds,1,new,14,0.605,17222.27,0,0,0,escalate
TXN_000936,CUST_02822,2779.56,upi,payment_failed,limit_exceeded,1,regular,4,0.729,32698.5,0,0,1,retry_payment
TXN_000937,CUST_00474,1077.86,upi,payment_failed,customer_abandoned,2,regular,11,0.911,33837.61,0,0,0,escalate
TXN_000938,CUST_00446,1865.46,card,checkout_abandoned,unknown,1,regular,10,0.894,39866.24,0,0,0,escalate
TXN_000939,CUST_01385,1209.54,card,payment_failed,network_error,1,regular,11,0.571,32619.91,0,0,0,escalate
TXN_000940,CUST_01526,2130.24,netbanking,payment_failed,mandate_failed,1,regular,7,0.86,947.18,0,0,1,retry_payment
TXN_000941,CUST_02073,1971.55,upi,invoice_overdue,limit_exceeded,1,regular,3,0.837,15495.44,0,7,1,retry_payment
TXN_000942,CUST_01213,1104.44,upi,checkout_abandoned,insufficient_funds,2,high_value,9,0.663,11416.32,0,0,0,escalate
TXN_000943,CUST_02742,517.9,upi,invoice_overdue,limit_exceeded,2,new,5,0.884,20911.97,0,38,1,retry_payment
TXN_000944,CUST_01423,1686.16,wallet,checkout_abandoned,insufficient_funds,2,high_value,7,0.746,2584.67,0,0,1,retry_payment
TXN_000945,CUST_00389,1273.86,card,payment_failed,customer_abandoned,2,regular,2,0.71,3489.22,0,0,1,retry_payment
TXN_000946,CUST_00358,330.6,upi,subscription_failed,insufficient_funds,1,new,6,0.884,52188.23,1,0,1,retry_payment
TXN_000947,CUST_02921,2251.5,card,payment_failed,insufficient_funds,1,new,9,0.849,18010.99,0,0,1,retry_payment
TXN_000948,CUST_00403,3247.02,card,invoice_overdue,unknown,2,regular,0,0.715,13407.21,0,37,0,retry_payment
TXN_000949,CUST_02844,11337.89,upi,payment_failed,unknown,2,loyal,5,0.326,6151.9,0,0,0,retry_payment
TXN_000950,CUST_00835,1096.92,upi,subscription_failed,network_error,3,regular,9,0.963,4019.15,1,0,0,escalate
TXN_000951,CUST_00281,974.82,upi,checkout_abandoned,customer_abandoned,2,regular,7,0.771,5266.15,0,0,0,escalate
TXN_000952,CUST_00915,617.5,upi,subscription_failed,unknown,2,regular,14,0.789,5297.62,1,0,0,escalate
TXN_000953,CUST_01845,1772.48,card,payment_failed,bank_timeout,3,regular,13,0.601,18666.57,0,0,1,retry_payment
TXN_000954,CUST_01284,1763.53,upi,checkout_abandoned,limit_exceeded,2,loyal,5,0.794,13360.7,0,0,1,retry_payment
TXN_000955,CUST_02357,783.82,card,payment_failed,insufficient_funds,3,regular,14,0.92,4512.22,0,0,1,retry_payment
TXN_000956,CUST_01833,1304.11,card,subscription_failed,mandate_failed,1,loyal,9,0.679,23070.31,1,0,1,retry_payment
TXN_000957,CUST_01203,308.06,upi,payment_failed,bank_timeout,1,new,4,0.872,795.98,0,0,1,retry_payment
TXN_000958,CUST_01904,3147.37,wallet,payment_failed,customer_abandoned,2,regular,10,0.703,797.59,0,0,1,retry_payment
TXN_000959,CUST_02915,809.71,upi,checkout_abandoned,insufficient_funds,1,loyal,1,0.899,19983.23,0,0,1,retry_payment
TXN_000960,CUST_01236,1458.98,card,checkout_abandoned,network_error,1,loyal,9,0.889,47022.41,0,0,1,retry_payment
TXN_000961,CUST_00461,479.08,upi,subscription_failed,mandate_failed,2,regular,13,0.877,821.89,1,0,0,escalate
TXN_000962,CUST_01227,941.37,card,checkout_abandoned,bank_timeout,1,regular,13,0.611,6427.66,0,0,0,escalate
TXN_000963,CUST_02521,1199.36,upi,payment_failed,unknown,1,new,1,0.834,50178.7,0,0,1,retry_payment
TXN_000964,CUST_00653,1486.51,upi,subscription_failed,insufficient_funds,1,regular,13,0.816,2364.66,1,0,0,escalate
TXN_000965,CUST_02848,2201.75,upi,payment_failed,authentication_failed,1,loyal,5,0.732,23379.39,0,0,1,retry_payment
TXN_000966,CUST_01765,4743.26,card,checkout_abandoned,customer_abandoned,2,loyal,13,0.916,7389.23,0,0,1,retry_payment
TXN_000967,CUST_01805,2695.64,card,payment_failed,bank_timeout,1,new,8,0.895,24102.71,0,0,1,retry_payment
TXN_000968,CUST_00952,3238.78,card,payment_failed,limit_exceeded,1,high_value,6,0.708,29938.98,0,0,1,retry_payment
TXN_000969,CUST_02762,4770.01,upi,subscription_failed,authentication_failed,2,high_value,6,0.828,14017.59,1,0,0,retry_payment
TXN_000970,CUST_00109,2366.07,card,invoice_overdue,limit_exceeded,3,new,2,0.941,4607.59,0,29,0,escalate
TXN_000971,CUST_00897,1456.59,card,invoice_overdue,customer_abandoned,1,new,10,0.82,4123.53,0,24,1,retry_payment
TXN_000972,CUST_01256,3362.74,upi,subscription_failed,network_error,1,regular,6,0.915,6392.51,1,0,0,retry_payment
TXN_000973,CUST_01432,3539.1,upi,payment_failed,insufficient_funds,1,high_value,4,0.717,2211.17,0,0,1,retry_payment
TXN_000974,CUST_01423,2520.15,upi,payment_failed,bank_timeout,1,regular,7,0.965,19575.25,0,0,0,escalate
TXN_000975,CUST_00444,468.49,netbanking,payment_failed,unknown,2,regular,4,0.795,1786.85,0,0,1,retry_payment
TXN_000976,CUST_00677,765.13,upi,checkout_abandoned,network_error,1,loyal,0,0.786,38257.53,0,0,1,retry_payment
TXN_000977,CUST_00286,1203.92,upi,payment_failed,insufficient_funds,1,new,11,0.841,4863.35,0,0,0,escalate
TXN_000978,CUST_01718,2798.72,wallet,invoice_overdue,bank_timeout,3,high_value,12,0.912,7952.04,0,6,1,retry_payment
TXN_000979,CUST_01053,1474.6,netbanking,payment_failed,customer_abandoned,1,loyal,12,0.88,5863.07,0,0,0,escalate
TXN_000980,CUST_01698,3724.6,upi,payment_failed,authentication_failed,1,regular,13,0.723,45954.65,0,0,1,retry_payment
TXN_000981,CUST_01770,4295.87,netbanking,subscription_failed,bank_timeout,3,loyal,0,0.827,16114.3,1,0,0,escalate
TXN_000982,CUST_02107,3914.95,upi,payment_failed,unknown,1,loyal,9,0.868,25868.38,0,0,1,retry_payment
TXN_000983,CUST_01642,3934.95,netbanking,payment_failed,unknown,1,regular,2,0.543,6219.71,0,0,1,retry_payment
TXN_000984,CUST_01944,654.34,upi,checkout_abandoned,unknown,1,loyal,8,0.893,19044.5,0,0,0,escalate
TXN_000985,CUST_01762,2206.87,upi,invoice_overdue,authentication_failed,3,regular,14,0.641,19957.64,0,53,0,escalate
TXN_000986,CUST_01958,922.6,wallet,payment_failed,network_error,3,loyal,5,0.605,10594.39,0,0,1,retry_payment
TXN_000987,CUST_01850,401.0,upi,payment_failed,bank_timeout,1,loyal,7,0.694,12336.63,0,0,1,retry_payment
TXN_000988,CUST_00949,1191.83,netbanking,payment_failed,network_error,2,high_value,14,0.94,13150.74,0,0,1,retry_payment
TXN_000989,CUST_00739,4328.65,upi,checkout_abandoned,limit_exceeded,1,loyal,9,0.77,12603.23,0,0,1,retry_payment
TXN_000990,CUST_02363,2168.55,upi,payment_failed,insufficient_funds,1,high_value,6,0.925,20625.24,0,0,1,retry_payment
TXN_000991,CUST_01029,7536.16,wallet,checkout_abandoned,network_error,3,new,14,0.526,4605.97,0,0,1,retry_payment
TXN_000992,CUST_01648,1728.49,upi,checkout_abandoned,limit_exceeded,1,regular,3,0.751,691.04,0,0,1,retry_payment
TXN_000993,CUST_00591,10630.29,netbanking,invoice_overdue,customer_abandoned,1,regular,6,0.539,5323.6,0,40,1,retry_payment
TXN_000994,CUST_01295,1728.89,netbanking,checkout_abandoned,bank_timeout,1,new,14,0.741,5510.02,0,0,0,escalate
TXN_000995,CUST_01589,1527.22,upi,checkout_abandoned,mandate_failed,3,loyal,10,0.457,12475.5,0,0,0,escalate
TXN_000996,CUST_01879,539.0,upi,checkout_abandoned,network_error,3,new,12,0.963,10828.61,0,0,1,retry_payment
TXN_000997,CUST_01580,3647.04,upi,payment_failed,limit_exceeded,2,regular,3,0.735,5866.27,0,0,1,retry_payment
TXN_000998,CUST_01082,1003.77,upi,payment_failed,unknown,3,regular,4,0.501,1819.25,0,0,0,escalate
TXN_000999,CUST_02886,893.89,upi,checkout_abandoned,bank_timeout,2,loyal,6,0.904,5692.47,0,0,1,retry_payment
TXN_001000,CUST_01539,4180.58,upi,payment_failed,unknown,4,regular,8,0.896,13559.71,0,0,1,retry_payment
TXN_001001,CUST_02425,3788.78,netbanking,payment_failed,mandate_failed,2,high_value,8,0.877,30209.04,0,0,1,retry_payment
TXN_001002,CUST_02211,3710.28,upi,payment_failed,unknown,2,regular,8,0.927,5248.52,0,0,1,retry_payment
TXN_001003,CUST_01675,1122.67,card,payment_failed,network_error,3,new,3,0.66,9140.13,0,0,1,retry_payment
TXN_001004,CUST_02660,1440.06,upi,payment_failed,bank_timeout,1,regular,13,0.916,7677.94,0,0,1,retry_payment
TXN_001005,CUST_00385,1429.87,upi,checkout_abandoned,bank_timeout,1,loyal,12,0.692,3752.53,0,0,1,retry_payment
TXN_001006,CUST_02764,2805.21,upi,subscription_failed,customer_abandoned,3,new,8,0.964,20905.43,1,0,0,escalate
TXN_001007,CUST_02551,5198.22,upi,payment_failed,bank_timeout,4,new,1,0.984,13954.62,0,0,1,retry_payment
TXN_001008,CUST_01511,2013.72,card,subscription_failed,insufficient_funds,1,regular,6,0.831,102593.38,1,0,1,retry_payment
TXN_001009,CUST_02201,7281.8,upi,payment_failed,unknown,2,regular,5,0.798,3461.28,0,0,0,retry_payment
TXN_001010,CUST_01561,3074.74,netbanking,invoice_overdue,network_error,3,regular,8,0.691,8629.65,0,12,0,escalate
TXN_001011,CUST_00807,1243.12,netbanking,checkout_abandoned,insufficient_funds,1,new,5,0.79,10585.43,0,0,0,send_payment_reminder
TXN_001012,CUST_02400,2910.82,upi,checkout_abandoned,customer_abandoned,1,regular,14,0.73,4783.81,0,0,0,escalate
TXN_001013,CUST_00738,5872.13,netbanking,checkout_abandoned,insufficient_funds,1,loyal,9,0.764,28326.43,0,0,0,escalate
TXN_001014,CUST_00944,7419.39,wallet,checkout_abandoned,authentication_failed,1,regular,0,0.462,7082.41,0,0,1,retry_payment
TXN_001015,CUST_01558,3876.68,upi,payment_failed,bank_timeout,1,regular,3,0.767,5335.76,0,0,1,retry_payment
TXN_001016,CUST_02513,1531.13,wallet,payment_failed,network_error,1,high_value,9,0.616,22059.92,0,0,1,retry_payment
TXN_001017,CUST_01152,1261.26,upi,invoice_overdue,bank_timeout,2,loyal,2,0.721,4054.29,0,45,1,retry_payment
TXN_001018,CUST_01483,2378.14,card,invoice_overdue,customer_abandoned,1,loyal,1,0.665,12614.98,0,28,1,retry_payment
TXN_001019,CUST_00125,5723.87,upi,checkout_abandoned,network_error,1,regular,7,0.964,4533.36,0,0,1,retry_payment
TXN_001020,CUST_00348,2122.26,netbanking,subscription_failed,insufficient_funds,2,regular,3,0.722,7298.06,1,0,0,send_payment_reminder
TXN_001021,CUST_00168,2157.8,netbanking,payment_failed,unknown,1,regular,0,0.811,9857.83,0,0,1,retry_payment
TXN_001022,CUST_00217,1562.96,wallet,checkout_abandoned,mandate_failed,3,regular,10,0.565,17111.36,0,0,1,retry_payment
TXN_001023,CUST_02606,1153.91,wallet,checkout_abandoned,authentication_failed,1,new,10,0.83,10100.46,0,0,1,retry_payment
TXN_001024,CUST_02526,1317.53,upi,payment_failed,unknown,3,regular,10,0.733,6033.85,0,0,0,escalate
TXN_001025,CUST_02466,1671.64,card,invoice_overdue,insufficient_funds,1,regular,1,0.974,14105.1,0,35,1,retry_payment
TXN_001026,CUST_00167,5929.53,upi,subscription_failed,limit_exceeded,4,regular,12,0.905,4420.07,1,0,1,retry_payment
TXN_001027,CUST_00233,1238.24,upi,invoice_overdue,unknown,1,new,1,0.801,26188.85,0,51,1,retry_payment
TXN_001028,CUST_00842,1564.48,upi,checkout_abandoned,authentication_failed,4,new,8,0.855,130205.06,0,0,1,retry_payment
TXN_001029,CUST_01696,750.63,netbanking,payment_failed,insufficient_funds,1,regular,14,0.844,10658.21,0,0,1,retry_payment
TXN_001030,CUST_01003,2661.18,card,subscription_failed,mandate_failed,2,regular,12,0.702,16047.98,1,0,0,escalate
TXN_001031,CUST_01463,4476.35,upi,payment_failed,bank_timeout,1,regular,14,0.864,3349.74,0,0,1,retry_payment
TXN_001032,CUST_00519,5501.73,wallet,invoice_overdue,bank_timeout,1,loyal,7,0.87,9355.59,0,58,1,retry_payment
TXN_001033,CUST_02193,1765.01,netbanking,payment_failed,customer_abandoned,1,regular,6,0.749,18324.87,0,0,0,send_checkout_reminder
TXN_001034,CUST_00942,2374.88,upi,subscription_failed,bank_timeout,2,new,3,0.941,14405.73,1,0,0,retry_payment
TXN_001035,CUST_00200,1326.61,upi,subscription_failed,bank_timeout,1,new,14,0.919,5282.16,1,0,0,escalate
TXN_001036,CUST_02229,2288.46,card,payment_failed,network_error,2,regular,6,0.923,6297.69,0,0,1,retry_payment
TXN_001037,CUST_02709,1928.3,card,payment_failed,network_error,1,regular,9,0.941,7706.77,0,0,1,retry_payment
TXN_001038,CUST_00045,1571.57,upi,checkout_abandoned,network_error,1,regular,2,0.859,7710.66,0,0,0,retry_payment
TXN_001039,CUST_01311,1674.76,upi,payment_failed,customer_abandoned,2,new,4,0.92,4871.47,0,0,0,send_checkout_reminder
TXN_001040,CUST_02482,2153.3,upi,invoice_overdue,authentication_failed,1,high_value,8,0.882,28233.76,0,5,1,retry_payment
TXN_001041,CUST_02119,1185.47,upi,payment_failed,customer_abandoned,1,regular,12,0.79,22515.2,0,0,0,escalate
TXN_001042,CUST_02570,1235.49,upi,payment_failed,bank_timeout,4,new,7,0.988,3220.2,0,0,1,retry_payment
TXN_001043,CUST_01246,5878.81,upi,payment_failed,insufficient_funds,1,loyal,2,0.635,63044.22,0,0,0,send_payment_reminder
TXN_001044,CUST_01117,13116.91,upi,payment_failed,unknown,2,regular,3,0.67,20906.6,0,0,0,retry_payment
TXN_001045,CUST_02128,572.34,card,payment_failed,network_error,1,regular,8,0.653,6080.12,0,0,0,escalate
TXN_001046,CUST_00461,547.65,upi,invoice_overdue,insufficient_funds,2,loyal,7,0.798,8153.25,0,34,0,escalate
TXN_001047,CUST_00719,697.5,upi,subscription_failed,unknown,2,high_value,3,0.948,8710.84,1,0,1,retry_payment
TXN_001048,CUST_01803,1381.04,upi,invoice_overdue,network_error,2,regular,9,0.845,3494.48,0,37,1,retry_payment
TXN_001049,CUST_02006,3071.26,wallet,payment_failed,authentication_failed,2,regular,10,0.923,2072.43,0,0,1,retry_payment
TXN_001050,CUST_00360,2407.21,upi,payment_failed,insufficient_funds,1,regular,6,0.695,5747.0,0,0,1,retry_payment
TXN_001051,CUST_01525,1721.32,upi,payment_failed,customer_abandoned,1,regular,13,0.834,23099.53,0,0,0,escalate
TXN_001052,CUST_01095,2290.14,upi,checkout_abandoned,insufficient_funds,1,loyal,3,0.808,2296.02,0,0,1,retry_payment
TXN_001053,CUST_01506,862.26,card,payment_failed,limit_exceeded,2,loyal,5,0.768,8678.08,0,0,1,retry_payment
TXN_001054,CUST_02876,1233.88,upi,payment_failed,customer_abandoned,1,new,14,0.859,7206.38,0,0,1,retry_payment
TXN_001055,CUST_00230,1476.08,upi,checkout_abandoned,customer_abandoned,1,new,1,0.879,6291.78,0,0,0,send_checkout_reminder
TXN_001056,CUST_02987,422.36,netbanking,payment_failed,bank_timeout,1,loyal,12,0.901,7249.57,0,0,1,retry_payment
TXN_001057,CUST_01349,592.39,card,checkout_abandoned,bank_timeout,2,regular,2,0.711,18773.27,0,0,1,retry_payment
TXN_001058,CUST_02317,611.53,upi,checkout_abandoned,mandate_failed,1,high_value,3,0.934,4492.75,0,0,1,retry_payment
TXN_001059,CUST_01274,2764.2,upi,subscription_failed,unknown,3,new,2,0.932,6832.35,1,0,0,escalate
TXN_001060,CUST_00933,1825.31,wallet,payment_failed,bank_timeout,4,high_value,7,0.861,15147.4,0,0,1,retry_payment
TXN_001061,CUST_02312,2445.66,wallet,subscription_failed,network_error,1,new,3,0.933,4527.12,1,0,1,retry_payment
TXN_001062,CUST_02063,344.29,card,payment_failed,customer_abandoned,3,new,5,0.748,19297.31,0,0,1,retry_payment
TXN_001063,CUST_00433,457.77,card,payment_failed,mandate_failed,2,loyal,2,0.699,31221.09,0,0,0,retry_payment
TXN_001064,CUST_02117,2549.86,netbanking,payment_failed,unknown,1,regular,14,0.81,5976.87,0,0,1,retry_payment
TXN_001065,CUST_02260,162.44,wallet,payment_failed,customer_abandoned,2,regular,9,0.9,27953.27,0,0,0,escalate
TXN_001066,CUST_01164,3995.5,upi,checkout_abandoned,bank_timeout,1,regular,10,0.78,4960.16,0,0,0,escalate
TXN_001067,CUST_02777,348.82,wallet,subscription_failed,customer_abandoned,3,regular,0,0.551,2427.6,1,0,0,escalate
TXN_001068,CUST_01923,2945.09,card,subscription_failed,mandate_failed,3,high_value,9,0.981,44606.94,1,0,0,escalate
TXN_001069,CUST_01001,736.83,card,payment_failed,network_error,2,loyal,11,0.852,10295.64,0,0,1,retry_payment
TXN_001070,CUST_00033,3471.5,upi,payment_failed,authentication_failed,2,loyal,2,0.753,11997.48,0,0,1,retry_payment
TXN_001071,CUST_02025,19530.82,upi,payment_failed,bank_timeout,2,regular,14,0.735,5812.52,0,0,0,escalate
TXN_001072,CUST_00628,243.39,netbanking,invoice_overdue,insufficient_funds,1,new,2,0.787,4223.25,0,13,0,send_payment_reminder
TXN_001073,CUST_02270,2616.31,card,payment_failed,mandate_failed,1,loyal,13,0.88,9820.24,0,0,0,escalate
TXN_001074,CUST_01576,353.08,upi,payment_failed,bank_timeout,2,new,13,0.764,67241.32,0,0,0,escalate
TXN_001075,CUST_01401,2110.41,card,payment_failed,customer_abandoned,3,new,3,0.728,6971.44,0,0,1,retry_payment
TXN_001076,CUST_00492,1271.31,upi,subscription_failed,bank_timeout,2,regular,6,0.745,25927.94,1,0,0,retry_payment
TXN_001077,CUST_02135,1664.11,upi,payment_failed,insufficient_funds,1,loyal,2,0.613,66246.79,0,0,0,send_payment_reminder
TXN_001078,CUST_00498,723.33,card,payment_failed,limit_exceeded,1,regular,0,0.725,8773.38,0,0,1,retry_payment
TXN_001079,CUST_01254,2800.78,card,checkout_abandoned,bank_timeout,1,regular,6,0.458,10729.17,0,0,1,retry_payment
TXN_001080,CUST_02509,470.85,upi,subscription_failed,customer_abandoned,2,high_value,7,0.857,7592.47,1,0,1,retry_payment
TXN_001081,CUST_02762,4050.24,upi,checkout_abandoned,insufficient_funds,1,regular,2,0.879,6016.26,0,0,0,send_payment_reminder
TXN_001082,CUST_02968,1081.19,upi,invoice_overdue,customer_abandoned,1,new,9,0.57,6149.79,0,33,0,escalate
TXN_001083,CUST_02875,488.37,card,invoice_overdue,unknown,3,new,13,0.557,1159.62,0,6,0,escalate
TXN_001084,CUST_01668,5373.15,netbanking,checkout_abandoned,network_error,3,regular,4,0.819,6604.43,0,0,1,retry_payment
TXN_001085,CUST_00602,1421.33,card,invoice_overdue,bank_timeout,1,loyal,11,0.708,5066.12,0,12,1,retry_payment
TXN_001086,CUST_02518,6900.36,card,subscription_failed,mandate_failed,2,regular,6,0.757,10667.82,1,0,0,retry_payment
TXN_001087,CUST_02405,3985.05,upi,payment_failed,insufficient_funds,1,regular,6,0.572,91170.77,0,0,0,send_payment_reminder
TXN_001088,CUST_02971,792.11,upi,subscription_failed,bank_timeout,2,regular,4,0.691,15037.02,1,0,0,retry_payment
TXN_001089,CUST_01953,1401.4,netbanking,checkout_abandoned,mandate_failed,1,regular,14,0.711,12839.63,0,0,1,retry_payment
TXN_001090,CUST_00425,1652.51,upi,checkout_abandoned,insufficient_funds,1,new,6,0.68,6824.06,0,0,1,retry_payment
TXN_001091,CUST_01509,5086.08,upi,checkout_abandoned,limit_exceeded,2,new,13,0.765,17364.58,0,0,0,escalate
TXN_001092,CUST_01345,2128.63,upi,subscription_failed,insufficient_funds,1,new,14,0.889,10158.56,1,0,1,retry_payment
TXN_001093,CUST_02529,1727.2,card,invoice_overdue,customer_abandoned,2,regular,2,0.796,4711.9,0,28,1,retry_payment
TXN_001094,CUST_01178,1278.34,upi,payment_failed,limit_exceeded,1,new,6,0.73,14899.41,0,0,0,retry_payment
TXN_001095,CUST_00986,1440.54,upi,checkout_abandoned,authentication_failed,1,new,1,0.776,4229.21,0,0,0,retry_payment
TXN_001096,CUST_00241,4259.44,card,checkout_abandoned,authentication_failed,3,regular,12,0.894,7245.78,0,0,1,retry_payment
TXN_001097,CUST_02507,1504.45,upi,invoice_overdue,insufficient_funds,1,regular,5,0.549,8489.98,0,19,0,send_payment_reminder
TXN_001098,CUST_02266,1093.59,upi,payment_failed,bank_timeout,1,regular,1,0.911,7818.84,0,0,1,retry_payment
TXN_001099,CUST_00124,954.91,netbanking,payment_failed,mandate_failed,1,new,3,0.849,42725.7,0,0,1,retry_payment
TXN_001100,CUST_01302,963.15,wallet,payment_failed,unknown,1,new,11,0.917,24195.3,0,0,1,retry_payment
TXN_001101,CUST_01440,488.6,upi,payment_failed,customer_abandoned,2,loyal,1,0.716,3496.91,0,0,1,retry_payment
TXN_001102,CUST_01408,822.97,upi,payment_failed,customer_abandoned,1,regular,7,0.872,4263.37,0,0,0,escalate
TXN_001103,CUST_02757,4973.89,upi,payment_failed,authentication_failed,4,loyal,14,0.793,12432.48,0,0,0,escalate
TXN_001104,CUST_00453,1271.49,upi,payment_failed,limit_exceeded,1,regular,5,0.757,36538.98,0,0,1,retry_payment
